# generated_by=fixtures/r/generate_real_deseq_subset_fixture.R
# selected_from=data/local_dispersion_fit_points.tsv;data/local_dispersion_ranked_hard_rows.tsv;data/local_dispersion_all_rows.tsv.gz
# source=real_deseq2_local_dispersion_debug_tables
# expected=black_box_R_locfit_on_committed_subset
# source_expected=original_full_data_dispFit_for_context_only
# r_version=4.6.0
# locfit_version=1.5.9.12
# input_count=384
# prediction_count=33
# columns:case,kind,index,gene,mean,disp,expected,source_expected
real_deseq2_curated,input,127,PDSS1P1,1.73808056018663,1.7504561809297401,,
real_deseq2_curated,input,128,ENSG00000304962,1.7810608000472601,1.2600704979072299,,
real_deseq2_curated,input,129,ENSG00000308845,1.8184117890456499,0.45769877922948099,,
real_deseq2_curated,input,130,LINC02920,1.86631298019979,0.73989767041839405,,
real_deseq2_curated,input,131,ENSG00000287715,1.9020865578158801,1.6430931870729399,,
real_deseq2_curated,input,132,ENSG00000307445,1.94106639937623,2.2044477859767602,,
real_deseq2_curated,input,133,ENSG00000286823,1.98378380118019,0.60639053871181703,,
real_deseq2_curated,input,134,FAM187B,2.0246164263976798,1.0238755066412999,,
real_deseq2_curated,input,135,BTN1A1,2.06717451298712,1.2025215229012201,,
real_deseq2_curated,input,136,ENSG00000297501,2.1125015504890698,2.2539818210892002,,
real_deseq2_curated,input,137,ASS1P14,2.16578267525496,2.0148726322466,,
real_deseq2_curated,input,138,ENSG00000294647,2.2115137657452801,0.50402445994658196,,
real_deseq2_curated,input,139,ENSG00000299987,2.2594892674854399,0.92405949945782495,,
real_deseq2_curated,input,140,KAZN-AS1,2.3064184425491501,0.89716077868703603,,
real_deseq2_curated,input,141,ENSG00000259793,2.3649515000380998,1.6949640226815901,,
real_deseq2_curated,input,142,ENSG00000295785,2.4185146309088199,0.22555532427734101,,
real_deseq2_curated,input,143,ENSG00000213600,2.4731827021748498,0.58026630765822296,,
real_deseq2_curated,input,144,C1QTNF9B,2.52540110872651,0.387967077047215,,
real_deseq2_curated,input,145,ENSG00000235267,2.5833691251456501,0.63383890528727205,,
real_deseq2_curated,input,146,KIR3DL1,2.6404434015549501,2.91521807822956,,
real_deseq2_curated,input,147,ZG16,2.69778731650318,1.58747517303539,,
real_deseq2_curated,input,148,ENSG00000241490,2.75796152053455,3.26164332061528,,
real_deseq2_curated,input,149,POU1F1,2.8226658146435701,1.0002138870142001,,
real_deseq2_curated,input,150,ENSG00000299272,2.8992249794634901,0.58500920568381398,,
real_deseq2_curated,input,151,ENSG00000261411,2.9625376810111499,2.5298836411935501,,
real_deseq2_curated,input,152,AGAP10P,3.0281605393976001,0.52024037667355805,,
real_deseq2_curated,input,153,FABP5P8,3.0914402748335599,0.71260209163315702,,
real_deseq2_curated,input,154,GJA8,3.1651130166986698,1.6267985137552801,,
real_deseq2_curated,input,155,LINC01635,3.2330836019267202,1.12315163229935,,
real_deseq2_curated,input,156,LINC01479,3.29724399439421,0.65111832402581704,,
real_deseq2_curated,input,157,MYADML2,3.3735391052761199,1.0032917417264899,,
real_deseq2_curated,input,158,RNF14P4,3.4496139234685401,1.06778855216628,,
real_deseq2_curated,input,159,ENSG00000287095,3.5080731951734498,1.3400837492811899,,
real_deseq2_curated,input,160,ENSG00000306612,3.6012739747296001,3.4436141059717902,,
real_deseq2_curated,input,161,ENSG00000306280,3.70605947159875,1.4401982111868401,,
real_deseq2_curated,input,162,LINC01205,3.7967985497006702,2.3192053730611701,,
real_deseq2_curated,input,163,ENSG00000228897,3.8802811809394,0.65439278912022203,,
real_deseq2_curated,input,164,PTPN11P2,3.98242399247198,1.3298501450434499,,
real_deseq2_curated,input,165,ENSG00000279476,4.0730495146734897,0.93732123542714796,,
real_deseq2_curated,input,166,ENSG00000297691,4.1725323325838399,1.03714976048381,,
real_deseq2_curated,input,167,ENSG00000304828,4.2705385282058996,0.49717187005770802,,
real_deseq2_curated,input,168,ASB17,4.3759580599324703,1.5807449877342801,,
real_deseq2_curated,input,169,SLC17A8,4.4811225846429199,1.7289606193070199,,
real_deseq2_curated,input,170,ENSG00000300642,4.5853262684946099,0.79278559970720996,,
real_deseq2_curated,input,171,ENSG00000307245,4.7016173983423899,0.84361320100459603,,
real_deseq2_curated,input,172,ENSG00000229962,4.8154903236916597,0.51628042731550206,,
real_deseq2_curated,input,173,MIR4307HG,4.9270058873427596,0.95179726746275894,,
real_deseq2_curated,input,174,ENSG00000301569,5.06929386702092,3.0712453244272599,,
real_deseq2_curated,input,175,ENSG00000302377,5.1874243700402003,0.273121886984528,,
real_deseq2_curated,input,176,ENSG00000300695,5.3159462898399097,0.45645735680393101,,
real_deseq2_curated,input,177,RN7SL868P,5.4663287437014301,4.9819440460105602,,
real_deseq2_curated,input,178,IGHV1-58,5.6087719248709202,5.4817286822714104,,
real_deseq2_curated,input,179,ENSG00000279513,5.7628475324483599,0.77754188640785904,,
real_deseq2_curated,input,180,ENSG00000257740,5.9172827442606497,0.12679699163966199,,
real_deseq2_curated,input,181,OTOG,6.0617159023863803,0.36698810399773402,,
real_deseq2_curated,input,182,ENSG00000288951,6.2176400048385601,3.1558657599694899,,
real_deseq2_curated,input,183,ST13P3,6.3754323355797604,0.46340763206622498,,
real_deseq2_curated,input,184,ENSG00000296118,6.5309932438710998,0.34967902737177903,,
real_deseq2_curated,input,185,OR2H2,6.7130261571502299,1.0275740310350301,,
real_deseq2_curated,input,186,ENSG00000298308,6.9148141658336497,0.621872115122865,,
real_deseq2_curated,input,187,ENSG00000305444,7.1159099863019799,0.48713451879744701,,
real_deseq2_curated,input,188,LINC00607,7.3251490020016501,0.368503200749772,,
real_deseq2_curated,input,189,DBIL5P,7.5063486917093201,0.30746180074457302,,
real_deseq2_curated,input,190,TRARG1,7.7278468470680899,1.7141792127868101,,
real_deseq2_curated,input,191,ENSG00000236095,7.9326997337900496,0.426107468503718,,
real_deseq2_curated,input,192,ENSG00000304957,8.1475731786553904,1.2300862706844899,,
real_deseq2_curated,input,193,ENSG00000270061,8.3560580247586405,0.279017311094297,,
real_deseq2_curated,input,194,MTND5P1,8.5652251051424404,0.462280672780786,,
real_deseq2_curated,input,195,ENSG00000233633,8.8003617320468503,1.0741029908926001,,
real_deseq2_curated,input,196,NME2P1,9.0666887302117907,0.172472797365189,,
real_deseq2_curated,input,197,ENSG00000303652,9.3310759307946203,0.94030583178969496,,
real_deseq2_curated,input,198,ENSG00000294168,9.6233150058513601,0.20410505408806801,,
real_deseq2_curated,input,199,ENSG00000213514,9.9249190086399306,0.71967433261008695,,
real_deseq2_curated,input,200,ENSG00000251665,10.209469101299501,0.91529510748496701,,
real_deseq2_curated,input,201,ENSG00000302026,10.501086178450899,0.348498704117641,,
real_deseq2_curated,input,202,GPR26,10.8265867366152,0.60106477363337696,,
real_deseq2_curated,input,203,ENSG00000279155,11.1922858176274,0.86009645507335197,,
real_deseq2_curated,input,204,ENSG00000260947,11.5244079495744,1.1337693762532699,,
real_deseq2_curated,input,205,RN7SL689P,11.911337997735,0.21453359599239599,,
real_deseq2_curated,input,206,ENSG00000265845,12.230999530286599,0.39287568953976598,,
real_deseq2_curated,input,207,ENSG00000275383,12.578217010629301,0.160655096999721,,
real_deseq2_curated,input,208,ENSG00000294946,12.926978895501501,0.19805988566888699,,
real_deseq2_curated,input,209,HADHAP1,13.3223930770596,0.89767743093848396,,
real_deseq2_curated,input,210,HK2-DT,13.7530402211839,0.61497160791888195,,
real_deseq2_curated,input,211,MEGF10,14.158091816856199,0.35024268991179103,,
real_deseq2_curated,input,212,CALB2,14.587860704248101,1.31949505474526,,
real_deseq2_curated,input,213,FGF22,15.096414481393101,0.36441448309498697,,
real_deseq2_curated,input,214,ARL14,15.585328903277199,2.5409756670408101,,
real_deseq2_curated,input,215,CASC18,16.0929468214037,0.35969913780294199,,
real_deseq2_curated,input,216,CDH10,16.661965332435699,0.81339320548327199,,
real_deseq2_curated,input,217,ENSG00000296329,17.2162357527213,0.25469650259145399,,
real_deseq2_curated,input,218,GNB1-DT,17.729770592370201,0.22167637115936001,,
real_deseq2_curated,input,219,ENSG00000299913,18.314014631452601,0.55273997229524197,,
real_deseq2_curated,input,220,ENSG00000279145,18.964483270338398,0.16961666765265099,,
real_deseq2_curated,input,221,TDRD12,19.638366908077099,0.66778693394019495,,
real_deseq2_curated,input,222,ENSG00000279878,20.2898415727865,1.0083443415520399,,
real_deseq2_curated,input,223,ENSG00000304199,20.947501058668799,0.31644399837882098,,
real_deseq2_curated,input,224,GOLGA8O,21.6359335511567,0.40670168002977403,,
real_deseq2_curated,input,225,ITPRID2-DT,22.433304301059199,0.37641185355830098,,
real_deseq2_curated,input,226,ARL4AP2,23.1839457237086,0.20331160717348301,,
real_deseq2_curated,input,227,CDH17,23.962766878095501,0.72005894383147695,,
real_deseq2_curated,input,228,ENSG00000226956,24.712460303878899,0.39374622391979902,,
real_deseq2_curated,input,229,ADRA1A,25.442315757744101,0.80445474151271901,,
real_deseq2_curated,input,230,ENSG00000230638,26.415903077122699,1.17325038703551,,
real_deseq2_curated,input,231,ENSG00000295475,27.322977531708499,0.20729784173638899,,
real_deseq2_curated,input,232,ANKRD63,28.426857277912699,1.45101761898459,,
real_deseq2_curated,input,233,PHLDA1-DT,29.380354644027801,0.17421061685707501,,
real_deseq2_curated,input,234,PAK6-AS1,30.541720564078599,0.32786255404615999,,
real_deseq2_curated,input,235,ENSG00000270557,31.702572030198699,0.1991456234542,,
real_deseq2_curated,input,236,SKP1P1,32.957106958892801,0.17815441293279999,,
real_deseq2_curated,input,237,GRIN2B,34.215135910362797,0.69017297836060199,,
real_deseq2_curated,input,238,LINC01719,35.5988026109518,0.27113308862445401,,
real_deseq2_curated,input,239,ENSG00000260698,37.033625154003602,0.21489057476939999,,
real_deseq2_curated,input,240,ENSG00000272696,38.393950757470201,0.128445748191551,,
real_deseq2_curated,input,241,APOA1,39.593762498708003,0.75543043460475501,,
real_deseq2_curated,input,242,ENSG00000289937,41.299025800421703,0.107522663780866,,
real_deseq2_curated,input,243,ADRA1D,43.127090649623803,1.0297676908378099,,
real_deseq2_curated,input,244,RHPN1-AS1,44.706424243224298,0.18067889814264201,,
real_deseq2_curated,input,245,ENSG00000290089,46.514917322434002,0.16486134056660801,,
real_deseq2_curated,input,246,ENSG00000300661,48.4247380324042,0.22047090276613801,,
real_deseq2_curated,input,247,KLRK1-AS1,50.472377486810799,0.228411442069992,,
real_deseq2_curated,input,248,LINC02897,52.5995179089944,0.15990095630599299,,
real_deseq2_curated,input,249,ENSG00000300805,55.505780823999302,1.1371220955161401,,
real_deseq2_curated,input,250,STARD13-AS,57.928318856697601,0.47624270926612999,,
real_deseq2_curated,input,251,RAB17-DT,60.18272157973,0.26910092149968001,,
real_deseq2_curated,input,252,GNGT2,62.6655550402985,0.21079843512757501,,
real_deseq2_curated,input,253,IGHV4-34,65.037237008793099,3.2203477315776201,,
real_deseq2_curated,input,254,ENSG00000260948,68.388998114503295,0.14011641141403999,,
real_deseq2_curated,input,255,ENSG00000272729,71.449637932785805,0.17588614873919101,,
real_deseq2_curated,input,256,SLC35F1,74.378686683801405,0.56470690594981299,,
real_deseq2_curated,input,257,MAP10,77.861552127118401,0.29945571663555998,,
real_deseq2_curated,input,258,ENSG00000273456,81.121483785948598,0.110742611784671,,
real_deseq2_curated,input,259,IGF1,84.603002323138995,1.15878602470516,,
real_deseq2_curated,input,260,BCHE,88.872734610313998,0.62854447713212103,,
real_deseq2_curated,input,261,ENSG00000289543,93.093161741464002,1.03488862028843,,
real_deseq2_curated,input,262,EPHA3,96.925411828406695,0.41371248813195899,,
real_deseq2_curated,input,263,CYSRT1,101.11618647152299,0.68873244776048903,,
real_deseq2_curated,input,264,B3GNTL1,106.747419755911,0.15249450249914701,,
real_deseq2_curated,input,265,ENSG00000294531,111.74450651710799,0.33328111156896401,,
real_deseq2_curated,input,266,ENSG00000289294,117.330053708706,0.11017468457905601,,
real_deseq2_curated,input,267,ANK1,122.253081390733,0.319408176060759,,
real_deseq2_curated,input,268,SRSF12,128.11482029794001,0.29982976348943102,,
real_deseq2_curated,input,269,ADAMTS6,133.36235635051301,0.39038825437964803,,
real_deseq2_curated,input,270,SIDT1,139.927038881736,0.219502631071783,,
real_deseq2_curated,input,271,TRIM54,147.30881276568999,0.48506348574513902,,
real_deseq2_curated,input,272,P2RX5,154.801227881714,1.0342722430068101,,
real_deseq2_curated,input,273,ENTPD1-AS1,162.69400425004,0.075503583786175499,,
real_deseq2_curated,input,274,CCDC171,170.36658132289801,0.14474432622896599,,
real_deseq2_curated,input,275,KIF1A,178.30426027699599,0.41810951204695801,,
real_deseq2_curated,input,276,MEI4,188.097493148463,0.307907042276378,,
real_deseq2_curated,input,277,CSF2RA,197.32336199435201,0.41313829312133898,,
real_deseq2_curated,input,278,FANCD2,205.936020100344,0.156297772000494,,
real_deseq2_curated,input,279,NPC1L1,219.30458523577201,0.88652087896738596,,
real_deseq2_curated,input,280,WNT3,231.70530789632301,0.30950593374129098,,
real_deseq2_curated,input,281,NBPF26,244.83925067353999,0.264655313215308,,
real_deseq2_curated,input,282,ZNF283,255.11861029996001,0.031402581200477703,,
real_deseq2_curated,input,283,NUDT16-DT,270.70347811502103,0.16504553368930899,,
real_deseq2_curated,input,284,ASB15,284.66304546116601,2.04375106197072,,
real_deseq2_curated,input,285,SOSTDC1,297.23706186859999,0.57169423775139605,,
real_deseq2_curated,input,286,FBXO41,310.57436055029302,0.24339199718191101,,
real_deseq2_curated,input,287,ENSG00000277011,323.71657749160698,0.34577288242520698,,
real_deseq2_curated,input,288,RALYL,338.27939571897798,0.58199458308824503,,
real_deseq2_curated,input,289,CHODL,352.540745742605,1.0647275640242599,,
real_deseq2_curated,input,290,LINC00958,368.696411831744,0.19292221920951599,,
real_deseq2_curated,input,291,NLRC3,388.65676767711699,0.23154307202890201,,
real_deseq2_curated,input,292,TWNK,406.60688949311702,0.127143257432208,,
real_deseq2_curated,input,293,ZNF546,424.57311746942298,0.084911536662788403,,
real_deseq2_curated,input,294,TENT5B,444.06508840549702,0.41698434468532503,,
real_deseq2_curated,input,295,ADAM28,464.364227102239,0.28901115489701301,,
real_deseq2_curated,input,296,ZNF599,483.10077473457898,0.049565640930671,,
real_deseq2_curated,input,297,ZNF839,500.76758769097802,0.045185536033352201,,
real_deseq2_curated,input,298,KIF26A,522.17715345022202,0.36205279408673102,,
real_deseq2_curated,input,299,CYBB,542.27350889524996,0.98881095268432795,,
real_deseq2_curated,input,300,SSC5D,568.46158181732005,0.25329861966824202,,
real_deseq2_curated,input,301,LSM6,593.65134415371006,0.056667657569287301,,
real_deseq2_curated,input,302,ZNF407,616.55325537827696,0.025274405580304801,,
real_deseq2_curated,input,303,ZNF440,638.41509215286305,0.064577795041257796,,
real_deseq2_curated,input,304,THAP6,661.26121796969096,0.028746777299799998,,
real_deseq2_curated,input,305,NRAV,685.215755241843,0.066331752652429798,,
real_deseq2_curated,input,306,LOX,713.58977557051901,0.28893191919431099,,
real_deseq2_curated,input,307,LDLRAD4,736.68794008297095,0.20547842760615201,,
real_deseq2_curated,input,308,BCL10,759.32024853319297,0.16047031584622401,,
real_deseq2_curated,input,309,CLCC1,786.98864139777095,0.037582435553601003,,
real_deseq2_curated,input,310,ABHD17C,813.96656977607495,0.10512749692836899,,
real_deseq2_curated,input,311,CTPS2,841.00768447144605,0.035925719193785899,,
real_deseq2_curated,input,312,TRAPPC13,866.93688974644294,0.0296714325732453,,
real_deseq2_curated,input,313,TDRD7,893.09688714034996,0.039281275379733499,,
real_deseq2_curated,input,314,SOCS6,920.04497596838905,0.036639341827259399,,
real_deseq2_curated,input,315,KLF5,944.87160240693299,0.39417561954456298,,
real_deseq2_curated,input,316,TUBE1,971.07359739348101,0.065333321977094794,,
real_deseq2_curated,input,317,MBD5,997.46944467481399,0.0304012965213903,,
real_deseq2_curated,input,318,HDAC4,1030.2014015236,0.084793705614989806,,
real_deseq2_curated,input,319,DAAM1,1057.7127427968201,0.061521715917711203,,
real_deseq2_curated,input,320,ZNF483,1089.6780025419,0.124258698314235,,
real_deseq2_curated,input,321,HYCC2,1121.59945813442,0.056840182202891297,,
real_deseq2_curated,input,322,CCDC91,1160.4553238963299,0.057491704708334999,,
real_deseq2_curated,input,323,EPDR1,1197.9228789444201,0.107376237444282,,
real_deseq2_curated,input,324,ZNF141,1234.3675358302701,0.067735262269581806,,
real_deseq2_curated,input,325,RMC1,1271.4066908280299,0.073822829544729601,,
real_deseq2_curated,input,326,MYO5C,1306.3871650798001,0.13465872095509901,,
real_deseq2_curated,input,327,AKIRIN2,1346.4893793313199,0.069066755470927305,,
real_deseq2_curated,input,328,PHC1,1385.8398028992599,0.0560324909896611,,
real_deseq2_curated,input,329,ARG2,1419.9080913155999,0.43576855289055599,,
real_deseq2_curated,input,330,VPS37A,1455.30269059537,0.083009429359297393,,
real_deseq2_curated,input,331,INTS6,1494.21179638325,0.038233111605488902,,
real_deseq2_curated,input,332,MGMT,1538.1681320129801,0.151348718808927,,
real_deseq2_curated,input,333,CRELD2,1572.9022979640199,0.15206704443071301,,
